nCount_RNA	limbtype	Pitx1
8687	HLWT	0
7744	HLWT	4
5274	HLWT	0
4455	HLWT	8
3804	HLWT	1
16154	HLWT	2
25222	HLWT	6
6892	HLWT	1
10875	HLWT	9
11053	HLWT	2
11792	HLWT	12
15812	HLWT	10
6342	HLWT	1
12173	HLWT	1
13111	HLWT	4
12852	HLWT	0
9888	HLWT	1
4353	HLWT	1
12367	HLWT	2
14879	HLWT	4
16389	HLWT	8
8825	HLWT	1
10227	HLWT	0
5478	HLWT	1
13325	HLWT	0
14068	HLWT	0
10620	HLWT	1
12999	HLWT	0
6153	HLWT	1
17798	HLWT	2
36971	HLWT	0
22169	HLWT	0
6711	HLWT	7
6212	HLWT	0
8348	HLWT	0
11238	HLWT	5
17537	HLWT	1
1954	HLWT	0
13310	HLWT	8
7409	HLWT	3
5326	HLWT	2
15146	HLWT	0
6750	HLWT	3
11877	HLWT	1
10304	HLWT	1
16918	HLWT	16
6862	HLWT	0
5014	HLWT	1
6027	HLWT	3
11164	HLWT	6
6102	HLWT	0
7639	HLWT	4
7193	HLWT	3
6728	HLWT	3
10338	HLWT	0
7464	HLWT	2
7367	HLWT	5
3737	HLWT	0
6892	HLWT	2
9059	HLWT	2
8586	HLWT	2
5056	HLWT	0
10413	HLWT	2
6169	HLWT	0
733	HLWT	0
7288	HLWT	2
21909	HLWT	0
5724	HLWT	3
5603	HLWT	1
9447	HLWT	3
7918	HLWT	3
9128	HLWT	2
11771	HLWT	9
4745	HLWT	0
6590	HLWT	1
4352	HLWT	1
7342	HLWT	1
18133	HLWT	17
5552	HLWT	0
6346	HLWT	3
6065	HLWT	1
7966	HLWT	4
4605	HLWT	3
10795	HLWT	0
18599	HLWT	3
2750	HLWT	1
13853	HLWT	6
7029	HLWT	0
9142	HLWT	6
10072	HLWT	10
5805	HLWT	6
6967	HLWT	17
15663	HLWT	4
9457	HLWT	2
8873	HLWT	0
12999	HLWT	4
11360	HLWT	5
8538	HLWT	2
10885	HLWT	0
9593	HLWT	1
5649	HLWT	1
9607	HLWT	1
14403	HLWT	10
5597	HLWT	1
4620	HLWT	1
17765	HLWT	5
12566	HLWT	0
11132	HLWT	3
10183	HLWT	0
5704	HLWT	0
15057	HLWT	10
5604	HLWT	5
15152	HLWT	1
14279	HLWT	2
5354	HLWT	3
7854	HLWT	1
13055	HLWT	18
11761	HLWT	6
17377	HLWT	2
9211	HLWT	0
8072	HLWT	0
5186	HLWT	0
9738	HLWT	6
16476	HLWT	6
6082	HLWT	0
13845	HLWT	2
8212	HLWT	7
3057	HLWT	4
12511	HLWT	3
6329	HLWT	5
11609	HLWT	3
4882	HLWT	1
13699	HLWT	0
8711	HLWT	3
11465	HLWT	4
13947	HLWT	2
12912	HLWT	0
7996	HLWT	6
8669	HLWT	3
5643	HLWT	1
17198	HLWT	11
6199	HLWT	1
15538	HLWT	3
6586	HLWT	5
5260	HLWT	0
10469	HLWT	1
6393	HLWT	2
9278	HLWT	14
6178	HLWT	1
8111	HLWT	1
8910	HLWT	6
9822	HLWT	3
14480	HLWT	25
5340	HLWT	2
7982	HLWT	2
13781	HLWT	4
13804	HLWT	6
8641	HLWT	0
16900	HLWT	9
5736	HLWT	1
13935	HLWT	1
12212	HLWT	0
13025	HLWT	1
7138	HLWT	6
6856	HLWT	10
11896	HLWT	5
14040	HLWT	2
7073	HLWT	8
2459	HLWT	3
7719	HLWT	4
7009	HLWT	6
3421	HLWT	6
12543	HLWT	0
12672	HLWT	4
6417	HLWT	0
10868	HLWT	0
10557	HLWT	6
9377	HLWT	6
4324	HLWT	0
9293	HLWT	8
11618	HLWT	2
6582	HLWT	4
5135	HLWT	3
4336	HLWT	1
7806	HLWT	0
15645	HLWT	0
27665	HLWT	0
7118	HLWT	4
6487	HLWT	1
5629	HLWT	0
6095	HLWT	0
10583	HLWT	2
4177	HLWT	3
4237	HLWT	7
4629	HLWT	0
26332	HLWT	0
17515	HLWT	0
6145	HLWT	2
6506	HLWT	1
4709	HLWT	1
13604	HLWT	6
19092	HLWT	3
10112	HLWT	6
10880	HLWT	0
16749	HLWT	10
5378	HLWT	1
8557	HLWT	6
7614	HLWT	5
7619	HLWT	0
7986	HLWT	1
10744	HLWT	1
6426	HLWT	0
5794	HLWT	4
7293	HLWT	1
11236	HLWT	5
15198	HLWT	0
8742	HLWT	7
28167	HLWT	0
12883	HLWT	1
1479	HLWT	0
5959	HLWT	0
8726	HLWT	4
6808	HLWT	1
4526	HLWT	3
12265	HLWT	0
12436	HLWT	7
7420	HLWT	5
23313	HLWT	10
5749	HLWT	0
5147	HLWT	1
6619	HLWT	0
1565	HLWT	0
6222	HLWT	2
4465	HLWT	1
11275	HLWT	1
11474	HLWT	2
3611	HLWT	1
18315	HLWT	3
5941	HLWT	0
7388	HLWT	2
4271	HLWT	3
10839	HLWT	1
7387	HLWT	7
4656	HLWT	2
10815	HLWT	0
12146	HLWT	4
9312	HLWT	0
7723	HLWT	2
6051	HLWT	1
7353	HLWT	0
5486	HLWT	3
9229	HLWT	4
10545	HLWT	0
7481	HLWT	4
6879	HLWT	3
12028	HLWT	0
1198	HLWT	0
5272	HLWT	1
3240	HLWT	1
7471	HLWT	3
11770	HLWT	0
14426	HLWT	9
13871	HLWT	4
7588	HLWT	1
10712	HLWT	0
52682	HLWT	0
10374	HLWT	0
6140	HLWT	2
8710	HLWT	3
11680	HLWT	1
7299	HLWT	2
6598	HLWT	0
5580	HLWT	5
6545	HLWT	0
16142	HLWT	0
6579	HLWT	0
11267	HLWT	12
11473	HLWT	0
7592	HLWT	3
34488	HLWT	0
8185	HLWT	1
10125	HLWT	2
6541	HLWT	2
13486	HLWT	0
9722	HLWT	5
8795	HLWT	7
4919	HLWT	0
10419	HLWT	3
14204	HLWT	4
12086	HLWT	0
11416	HLWT	1
7684	HLWT	1
7001	HLWT	1
10797	HLWT	12
12494	HLWT	2
7324	HLWT	0
16503	HLWT	5
11266	HLWT	0
14211	HLWT	9
26418	HLWT	16
11267	HLWT	5
13468	HLWT	6
6736	HLWT	4
7586	HLWT	0
6393	HLWT	1
9264	HLWT	1
14928	HLWT	2
11887	HLWT	0
7086	HLWT	5
4436	HLWT	0
9322	HLWT	0
10340	HLWT	4
13256	HLWT	0
11127	HLWT	1
13549	HLWT	10
6228	HLWT	4
8713	HLWT	0
10935	HLWT	1
10307	HLWT	0
8423	HLWT	6
11030	HLWT	9
4804	HLWT	0
9263	HLWT	0
9927	HLWT	1
7902	HLWT	0
8518	HLWT	1
14515	HLWT	0
7436	HLWT	5
12908	HLWT	6
12055	HLWT	2
7793	HLWT	1
13385	HLWT	18
13468	HLWT	0
10229	HLWT	13
6828	HLWT	5
7799	HLWT	3
8158	HLWT	11
8811	HLWT	10
5468	HLWT	4
9124	HLWT	0
7696	HLWT	4
9047	HLWT	12
11538	HLWT	1
6608	HLWT	4
15860	HLWT	12
6230	HLWT	1
10547	HLWT	2
9382	HLWT	9
3646	HLWT	0
7741	HLWT	0
9809	HLWT	7
8636	HLWT	5
7774	HLWT	3
8129	HLWT	8
7765	HLWT	0
14777	HLWT	4
8052	HLWT	1
6704	HLWT	0
9227	HLWT	7
3702	HLWT	0
16505	HLWT	7
5211	HLWT	0
7146	HLWT	3
11063	HLWT	1
12597	HLWT	12
12238	HLWT	0
6431	HLWT	2
11157	HLWT	6
4861	HLWT	1
18398	HLWT	0
5953	HLWT	1
8698	HLWT	4
10939	HLWT	3
4643	HLWT	1
5006	HLWT	0
7739	HLWT	0
6132	HLWT	2
5534	HLWT	6
18330	HLWT	0
9717	HLWT	0
7510	HLWT	0
3228	HLWT	0
12627	HLWT	0
6435	HLWT	0
8698	HLWT	4
5503	HLWT	0
18485	HLWT	8
11532	HLWT	18
17370	HLWT	7
8978	HLWT	0
7499	HLWT	1
13559	HLWT	0
10430	HLWT	1
7223	HLWT	9
7594	HLWT	0
8688	HLWT	0
4627	HLWT	5
3768	HLWT	0
11738	HLWT	6
18417	HLWT	5
8969	HLWT	0
4219	HLWT	0
2937	HLWT	3
6438	HLWT	4
11756	HLWT	0
10548	HLWT	0
6471	HLWT	3
4119	HLWT	0
5133	HLWT	4
7241	HLWT	1
8011	HLWT	1
6146	HLWT	4
6635	HLWT	0
9135	HLWT	7
6344	HLWT	0
6025	HLWT	4
11545	HLWT	9
7233	HLWT	2
15216	HLWT	1
14620	HLWT	0
12545	HLWT	1
14720	HLWT	23
8289	HLWT	1
9679	HLWT	10
10322	HLWT	4
9376	HLWT	11
868	HLWT	0
4719	HLWT	1
12832	HLWT	3
10239	HLWT	0
9227	HLWT	0
11535	HLWT	0
7487	HLWT	0
13350	HLWT	1
12122	HLWT	5
7681	HLWT	1
10667	HLWT	6
17091	HLWT	1
745	HLWT	0
5934	HLWT	3
5750	HLWT	3
6151	HLWT	3
12498	HLWT	0
8075	HLWT	6
12456	HLWT	8
14714	HLWT	0
6196	HLWT	12
6931	HLWT	1
15361	HLWT	0
8591	HLWT	0
15085	HLWT	6
7929	HLWT	5
9759	HLWT	4
4661	HLWT	3
9722	HLWT	2
13676	HLWT	5
3613	HLWT	2
20195	HLWT	0
6149	HLWT	4
13905	HLWT	0
6335	HLWT	0
16792	HLWT	0
10301	HLWT	2
10148	HLWT	0
8904	HLWT	0
11004	HLWT	0
7980	HLWT	3
7986	HLWT	2
8433	HLWT	5
2359	HLWT	0
3828	HLWT	1
9062	HLWT	0
9048	HLWT	9
8359	HLWT	2
11943	HLWT	8
11438	HLWT	0
16329	HLWT	12
25451	HLWT	0
6835	HLWT	6
5542	HLWT	1
15362	HLWT	0
6667	HLWT	2
9357	HLWT	8
7120	HLWT	0
8812	HLWT	0
7310	HLWT	0
7856	HLWT	2
9290	HLWT	0
10515	HLWT	2
3979	HLWT	0
16463	HLWT	6
2185	HLWT	0
9263	HLWT	4
16552	HLWT	0
25587	HLWT	0
11598	HLWT	1
8987	HLWT	1
7717	HLWT	0
7963	HLWT	2
17211	HLWT	11
8189	HLWT	3
10481	HLWT	4
10558	HLWT	1
9208	HLWT	6
10948	HLWT	0
9791	HLWT	3
1757	HLWT	0
10784	HLWT	2
4047	HLWT	2
13092	HLWT	4
3573	HLWT	0
3569	HLWT	5
15104	HLWT	5
6765	HLWT	2
9700	HLWT	2
9689	HLWT	6
6410	HLWT	0
10341	HLWT	3
8635	HLWT	0
6289	HLWT	0
6426	HLWT	3
4702	HLWT	2
8023	HLWT	10
8851	HLWT	3
3944	HLWT	1
17426	HLWT	2
10719	HLWT	0
11787	HLWT	3
15951	HLWT	0
12237	HLWT	4
3737	HLWT	2
7393	HLWT	1
8681	HLWT	3
11772	HLWT	3
10067	HLWT	2
8907	HLWT	1
8699	HLWT	1
7298	HLWT	0
5580	HLWT	1
7041	HLWT	3
9735	HLWT	8
7571	HLWT	12
9633	HLWT	1
6644	HLWT	4
5336	HLWT	2
1461	HLWT	1
6640	HLWT	1
17134	HLWT	1
9021	HLWT	1
9729	HLWT	7
14127	HLWT	2
7148	HLWT	0
6277	HLWT	1
3958	HLWT	0
11282	HLWT	4
8646	HLWT	12
12713	HLWT	1
4500	HLWT	1
10957	HLWT	8
10518	HLWT	1
4170	HLWT	2
3754	HLWT	1
9649	HLWT	14
14338	HLWT	0
11444	HLWT	0
7324	HLWT	4
22897	HLWT	7
13087	HLWT	2
10418	HLWT	3
7518	HLWT	0
11270	HLWT	7
9718	HLWT	2
11982	HLWT	1
7463	HLWT	0
4804	HLWT	0
30374	HLWT	0
5088	HLWT	6
11429	HLWT	2
7172	HLWT	3
6580	HLWT	1
8830	HLWT	0
10770	HLWT	1
20065	HLWT	0
10302	HLWT	2
5116	HLWT	4
8558	HLWT	6
6283	HLWT	0
8511	HLWT	5
9329	HLWT	0
5812	HLWT	1
5734	HLWT	0
16958	HLWT	5
12079	HLWT	8
13930	HLWT	0
7922	HLWT	11
18621	HLWT	4
9259	HLWT	0
9704	HLWT	1
9157	HLWT	0
8691	HLWT	11
3713	HLWT	0
4644	HLWT	0
8649	HLWT	9
7151	HLWT	2
11718	HLWT	0
5121	HLWT	1
5042	HLWT	0
9783	HLWT	2
6829	HLWT	7
1490	HLWT	0
9475	HLWT	8
8865	HLWT	4
8784	HLWT	0
666	HLWT	0
7073	HLWT	10
4312	HLWT	1
4782	HLWT	0
8535	HLWT	0
8201	HLWT	0
17433	HLWT	3
12121	HLWT	0
10222	HLWT	10
6618	HLWT	4
7935	HLWT	2
9521	HLWT	4
7413	HLWT	0
7924	HLWT	5
10369	HLWT	1
3300	HLWT	1
5086	HLWT	0
11322	HLWT	2
18389	HLWT	0
13367	HLWT	2
5761	HLWT	6
10704	HLWT	1
15101	HLWT	3
8939	HLWT	6
5420	HLWT	1
5381	HLWT	0
5115	HLWT	4
20716	HLWT	24
7488	HLWT	2
12848	HLWT	2
6311	HLWT	3
21389	HLWT	0
590	HLWT	0
6808	HLWT	0
8233	HLWT	2
10123	HLWT	0
6816	HLWT	2
5388	HLWT	0
7762	HLWT	4
5818	HLWT	1
6128	HLWT	2
6870	HLWT	7
5065	HLWT	1
7074	HLWT	1
17974	HLWT	0
5498	HLWT	2
4645	HLWT	0
6102	HLWT	6
9558	HLWT	3
7965	HLWT	7
14736	HLWT	0
9303	HLWT	4
6944	HLWT	0
9992	HLWT	0
8142	HLWT	3
7204	HLWT	3
8770	HLWT	0
12743	HLWT	1
5995	HLWT	6
11880	HLWT	3
7842	HLWT	0
636	HLWT	1
6810	HLWT	1
3010	HLWT	2
11759	HLWT	0
12563	HLWT	2
6725	HLWT	0
5429	HLWT	3
11138	HLWT	2
9677	HLWT	2
5019	HLWT	5
13091	HLWT	7
19417	HLWT	9
6899	HLWT	2
5589	HLWT	5
7192	HLWT	7
7472	HLWT	4
4203	HLWT	1
6791	HLWT	1
4993	HLWT	3
13407	HLWT	13
2640	HLWT	0
24878	HLWT	3
7224	HLWT	0
10783	HLWT	2
5826	HLWT	5
6610	HLWT	1
16202	HLWT	7
9134	HLWT	6
5431	HLWT	2
8924	HLWT	4
18224	HLWT	11
13780	HLWT	3
12860	HLWT	2
6950	HLWT	2
7843	HLWT	2
7055	HLWT	6
11784	HLWT	4
7865	HLWT	4
6567	HLWT	0
7889	HLWT	4
13266	HLWT	0
10149	HLWT	0
2847	HLWT	0
6712	HLWT	2
8522	HLWT	8
5356	HLWT	2
6035	HLWT	1
33399	HLWT	0
15520	HLWT	7
5807	HLWT	2
29508	HLWT	0
5159	HLWT	1
12548	HLWT	8
7555	HLWT	2
12792	HLWT	5
8276	HLWT	1
13711	HLWT	16
9774	HLWT	2
33853	HLWT	0
13999	HLWT	0
3832	HLWT	1
13641	HLWT	6
8073	HLWT	1
6355	HLWT	5
13001	HLWT	2
4760	HLWT	2
8452	HLWT	3
11211	HLWT	11
5661	HLWT	0
7073	HLWT	4
5039	HLWT	2
7643	HLWT	3
7739	HLWT	3
6521	HLWT	2
10652	HLWT	6
5548	HLWT	0
10075	HLWT	0
9318	HLWT	0
8467	HLWT	14
4184	HLWT	0
7326	HLWT	0
11038	HLWT	1
4609	HLWT	5
12832	HLWT	0
8848	HLWT	4
10534	HLWT	2
13980	HLWT	0
12407	HLWT	8
12118	HLWT	0
4769	HLWT	0
6364	HLWT	0
8206	HLWT	8
8028	HLWT	1
7671	HLWT	5
8978	HLWT	0
10991	HLWT	1
6072	HLWT	0
7902	HLWT	1
14304	HLWT	1
10516	HLWT	1
8899	HLWT	4
8291	HLWT	1
6624	HLWT	5
11804	HLWT	0
4921	HLWT	2
7174	HLWT	4
23106	HLWT	1
14327	HLWT	6
8328	HLWT	1
9919	HLWT	7
7659	HLWT	2
1837	HLWT	0
13606	HLWT	0
9593	HLWT	3
12987	HLWT	6
11065	HLWT	1
3040	HLWT	1
6670	HLWT	0
11279	HLWT	3
7669	HLWT	0
10877	HLWT	10
12061	HLWT	3
5485	HLWT	1
5228	HLWT	0
5672	HLWT	4
6157	HLWT	3
8883	HLWT	0
7375	HLWT	4
8913	HLWT	3
10265	HLWT	7
7310	HLWT	0
13299	HLWT	0
7142	HLWT	2
8342	HLWT	0
4320	HLWT	0
8574	HLWT	1
7148	HLWT	6
5511	HLWT	0
9488	HLWT	10
14664	HLWT	2
14565	HLWT	0
6255	HLWT	1
9665	HLWT	0
7222	HLWT	0
8208	HLWT	3
16782	HLWT	2
7055	HLWT	0
6159	HLWT	2
7359	HLWT	0
8998	HLWT	1
16727	HLWT	3
9872	HLWT	7
10396	HLWT	5
9256	HLWT	4
5878	HLWT	0
5724	HLWT	3
1508	HLWT	0
18721	HLWT	0
5465	HLWT	7
6569	HLWT	0
6319	HLWT	4
6816	HLWT	1
5218	HLWT	0
5171	HLWT	0
11260	HLWT	4
7144	HLWT	2
4769	HLWT	1
5872	HLWT	3
10047	HLWT	3
10503	HLWT	0
24461	HLWT	1
7035	HLWT	5
9907	HLWT	3
2809	HLWT	0
5823	HLWT	1
6955	HLWT	3
6917	HLWT	0
3258	HLWT	0
4167	HLWT	0
9050	HLWT	3
8214	HLWT	5
16916	HLWT	1
6473	HLWT	1
9057	HLWT	1
6302	HLWT	10
9959	HLWT	2
8629	HLWT	5
11123	HLWT	0
6211	HLWT	6
10014	HLWT	0
7085	HLWT	0
13065	HLWT	3
6029	HLWT	1
7056	HLWT	6
5887	HLWT	0
7157	HLWT	0
10391	HLWT	8
19678	HLWT	16
12286	HLWT	5
13727	HLWT	0
7626	HLWT	12
5052	HLWT	0
5672	HLWT	5
11263	HLWT	6
11145	HLWT	0
14500	HLWT	3
8396	HLWT	5
8743	HLWT	5
10611	HLWT	7
8553	HLWT	2
1774	HLWT	0
15529	HLWT	1
4716	HLWT	0
10154	HLWT	1
16632	HLWT	0
7732	HLWT	2
17794	HLWT	8
6312	HLWT	0
10456	HLWT	0
12353	HLWT	0
9459	HLWT	0
6035	HLWT	6
8190	HLWT	0
10383	HLWT	1
9434	HLWT	2
12309	HLWT	8
22410	HLWT	0
5399	HLWT	3
12820	HLWT	2
14532	HLWT	3
6802	HLWT	3
13368	HLWT	0
13911	HLWT	1
7180	HLWT	4
6903	HLWT	6
4930	HLWT	3
4015	HLWT	1
6296	HLWT	2
9251	HLWT	2
12375	HLWT	1
13189	HLWT	0
8500	HLWT	10
10495	HLWT	6
8420	HLWT	1
11819	HLWT	4
19764	HLWT	0
23351	HLWT	2
12892	HLWT	1
9167	HLWT	0
6727	HLWT	6
9327	HLWT	0
6141	HLWT	3
6668	HLWT	6
10912	HLWT	12
8298	HLWT	6
7223	HLWT	5
10662	HLWT	0
1881	HLWT	0
5882	HLWT	4
3716	HLWT	0
9072	HLWT	2
4474	HLWT	0
3428	HLWT	1
10149	HLWT	1
12256	HLWT	5
8437	HLWT	1
5954	HLWT	4
10980	HLWT	0
7710	HLWT	2
7537	HLWT	0
12264	HLWT	0
7191	HLWT	1
11073	HLWT	4
10342	HLWT	14
11822	HLWT	6
15306	HLWT	0
6926	HLWT	2
15723	HLWT	3
10611	HLWT	0
3466	HLWT	1
6634	HLWT	5
10794	HLWT	0
11786	HLWT	4
14496	HLWT	15
8210	HLWT	0
10751	HLWT	4
11972	HLWT	25
7210	HLWT	0
5586	HLWT	3
8780	HLWT	0
9572	HLWT	3
7706	HLWT	0
7291	HLWT	2
6522	HLWT	0
5163	HLWT	0
6641	HLWT	1
7879	HLWT	2
6178	HLWT	0
3568	HLWT	2
16520	HLWT	0
8978	HLWT	2
3376	HLWT	0
14186	HLWT	3
17249	HLWT	9
7226	HLWT	0
8502	HLWT	1
6613	HLWT	1
10064	HLWT	4
7965	HLWT	3
5721	HLWT	3
7396	HLWT	8
5975	HLWT	0
11142	HLWT	0
8607	HLWT	1
11860	HLWT	0
6166	HLWT	0
4961	HLWT	3
8348	HLWT	4
4827	HLWT	9
1378	HLWT	0
9653	HLWT	11
4636	HLWT	0
3915	HLWT	0
6122	HLWT	2
6336	HLWT	0
15063	HLWT	3
10408	HLWT	0
8635	HLWT	3
12507	HLWT	1
5823	HLWT	1
7064	HLWT	1
10311	HLWT	1
9448	HLWT	1
16425	HLWT	0
12003	HLWT	2
10249	HLWT	1
11505	HLWT	1
4939	HLWT	2
14569	HLWT	0
4153	HLWT	5
10859	HLWT	0
11660	HLWT	0
6736	HLWT	3
5256	HLWT	1
13167	HLWT	4
7760	HLWT	2
18306	HLWT	8
10893	HLWT	1
7883	HLWT	12
10312	HLWT	2
4772	HLWT	0
14380	HLWT	10
6927	HLWT	1
7467	HLWT	0
6446	HLWT	3
14850	HLWT	5
3974	HLWT	0
6496	HLWT	0
9741	HLWT	1
7412	HLWT	1
10248	HLWT	0
7544	HLWT	15
15034	HLWT	0
1344	HLWT	0
9175	HLWT	2
6955	HLWT	2
11986	HLWT	1
6009	HLWT	1
10169	HLWT	10
5618	HLWT	0
7380	HLWT	4
10102	HLWT	2
9321	HLWT	3
13853	HLWT	11
21105	HLWT	1
5618	HLWT	0
9119	HLWT	5
3868	HLWT	0
12780	HLWT	1
14502	HLWT	1
5669	HLWT	1
10368	HLWT	1
13028	HLWT	2
9988	HLWT	7
13546	HLWT	7
8817	HLWT	0
7390	HLWT	0
9986	HLWT	1
6965	HLWT	3
7655	HLWT	0
6636	HLWT	0
7328	HLWT	0
9358	HLWT	0
14691	HLWT	14
12079	HLWT	1
5566	HLWT	0
22705	HLWT	0
13119	HLWT	1
8157	HLWT	11
10559	HLWT	0
5649	HLWT	0
6549	HLWT	6
4962	HLWT	1
8371	HLWT	1
4450	HLWT	1
18217	HLWT	0
10148	HLWT	10
5297	HLWT	1
8373	HLWT	1
15015	HLWT	0
13447	HLWT	0
13189	HLWT	1
8249	HLWT	1
16281	HLWT	0
6101	HLWT	2
17909	HLWT	7
4211	HLWT	1
7808	HLWT	0
13956	HLWT	0
7931	HLWT	0
15129	HLWT	3
7662	HLWT	1
9590	HLWT	0
9517	HLWT	0
16111	HLWT	22
8228	HLWT	0
8570	HLWT	0
8497	HLWT	1
8947	HLWT	7
4737	HLWT	1
10503	HLWT	2
6294	HLWT	9
23947	HLWT	6
3022	HLWT	1
8412	HLWT	4
10718	HLWT	0
3988	HLWT	4
6185	HLWT	0
3695	HLWT	0
9290	HLWT	2
9042	HLWT	4
7050	HLWT	1
35253	HLWT	0
6879	HLWT	7
14408	HLWT	10
4564	HLWT	1
14270	HLWT	1
5887	HLWT	3
11552	HLWT	5
6094	HLWT	1
14558	HLWT	0
7976	HLWT	3
10231	HLWT	18
8810	HLWT	0
11764	HLWT	0
13772	HLWT	10
21551	HLWT	0
11091	HLWT	0
7222	HLWT	0
19509	HLWT	1
3850	HLWT	1
7472	HLWT	12
11674	HLWT	1
14214	HLWT	0
7426	HLWT	8
21160	HLWT	0
13749	HLWT	0
6468	HLWT	1
8742	HLWT	3
4808	HLWT	2
5285	HLWT	1
12050	HLWT	3
6167	HLWT	1
5756	HLWT	0
11829	HLWT	8
6786	HLWT	1
6683	HLWT	0
6568	HLWT	1
6240	HLWT	1
9541	HLWT	1
7665	HLWT	0
7009	HLWT	1
17483	HLWT	2
7070	HLWT	0
5813	HLWT	0
4137	HLWT	1
8970	HLWT	6
6051	HLWT	0
9842	HLWT	5
8617	HLWT	5
11435	HLWT	13
8544	HLWT	5
8224	HLWT	3
4874	HLWT	2
10760	HLWT	5
10437	HLWT	7
15293	HLWT	3
5510	HLWT	1
10798	HLWT	0
17263	FLWT	0
9068	FLWT	0
11769	FLWT	0
14027	FLWT	0
11627	FLWT	0
16005	FLWT	0
3595	FLWT	0
15407	FLWT	2
19028	FLWT	0
14046	FLWT	0
3865	FLWT	0
22006	FLWT	0
38631	FLWT	0
9844	FLWT	0
15560	FLWT	0
16302	FLWT	0
27500	FLWT	0
4215	FLWT	0
19526	FLWT	0
12056	FLWT	0
14283	FLWT	0
12055	FLWT	0
28883	FLWT	0
1659	FLWT	0
12033	FLWT	0
10655	FLWT	0
8531	FLWT	0
4628	FLWT	0
10241	FLWT	0
11654	FLWT	0
8503	FLWT	0
17107	FLWT	1
15500	FLWT	0
7082	FLWT	0
17387	FLWT	0
35245	FLWT	0
12165	FLWT	0
14281	FLWT	0
26069	FLWT	0
25027	FLWT	16
21680	FLWT	0
26474	FLWT	0
14166	FLWT	0
11668	FLWT	0
10347	FLWT	0
11984	FLWT	0
14561	FLWT	0
14376	FLWT	0
14389	FLWT	0
14703	FLWT	0
11413	FLWT	0
18075	FLWT	0
20311	FLWT	0
10618	FLWT	0
7792	FLWT	0
8493	FLWT	0
17465	FLWT	1
22957	FLWT	0
11923	FLWT	0
10583	FLWT	0
12662	FLWT	0
8167	FLWT	0
12783	FLWT	0
19052	FLWT	0
13056	FLWT	0
12520	FLWT	0
18369	FLWT	0
10565	FLWT	0
11760	FLWT	0
2467	FLWT	0
21102	FLWT	0
21928	FLWT	0
9970	FLWT	0
9286	FLWT	0
8458	FLWT	0
14284	FLWT	0
10557	FLWT	0
20217	FLWT	0
12728	FLWT	0
16993	FLWT	0
15406	FLWT	0
16501	FLWT	0
12007	FLWT	0
19149	FLWT	0
12072	FLWT	0
3069	FLWT	0
5873	FLWT	0
14452	FLWT	0
17029	FLWT	0
8863	FLWT	0
10185	FLWT	0
18110	FLWT	0
8711	FLWT	0
14767	FLWT	0
10012	FLWT	0
8256	FLWT	0
23482	FLWT	0
35154	FLWT	0
10490	FLWT	0
7757	FLWT	0
2567	FLWT	0
14980	FLWT	0
24076	FLWT	0
7639	FLWT	0
12544	FLWT	0
9057	FLWT	0
17511	FLWT	0
11544	FLWT	0
11638	FLWT	0
13014	FLWT	0
11977	FLWT	0
11335	FLWT	0
11492	FLWT	0
17503	FLWT	0
15889	FLWT	0
13800	FLWT	0
8612	FLWT	0
16431	FLWT	0
9660	FLWT	0
13834	FLWT	0
12919	FLWT	0
12513	FLWT	0
16012	FLWT	0
19075	FLWT	0
19174	FLWT	0
9034	FLWT	0
20739	FLWT	0
24221	FLWT	0
28299	FLWT	0
12971	FLWT	1
28482	FLWT	0
17161	FLWT	0
9365	FLWT	0
19561	FLWT	0
25646	FLWT	0
16412	FLWT	0
17320	FLWT	0
15578	FLWT	0
22794	FLWT	0
7245	FLWT	0
6840	FLWT	0
15377	FLWT	0
10423	FLWT	0
6404	FLWT	0
15012	FLWT	0
8348	FLWT	0
17225	FLWT	0
11943	FLWT	0
12325	FLWT	2
21903	FLWT	0
11929	FLWT	0
7931	FLWT	0
6314	FLWT	0
19159	FLWT	0
27609	FLWT	0
13407	FLWT	0
10996	FLWT	0
14145	FLWT	0
7719	FLWT	0
8250	FLWT	0
12204	FLWT	0
26217	FLWT	0
4102	FLWT	0
14866	FLWT	18
21958	FLWT	0
4743	FLWT	0
10420	FLWT	0
21546	FLWT	0
13996	FLWT	0
13745	FLWT	0
6883	FLWT	0
7051	FLWT	0
18965	FLWT	0
28444	FLWT	0
18351	FLWT	0
8365	FLWT	0
10752	FLWT	0
13577	FLWT	0
17040	FLWT	0
14463	FLWT	0
21168	FLWT	0
8304	FLWT	0
15858	FLWT	0
11412	FLWT	0
5621	FLWT	0
12346	FLWT	0
37476	FLWT	0
14862	FLWT	0
10289	FLWT	0
13690	FLWT	0
16417	FLWT	0
11231	FLWT	0
14139	FLWT	0
8296	FLWT	0
16280	FLWT	3
16299	FLWT	0
8998	FLWT	0
9465	FLWT	0
13042	FLWT	0
21941	FLWT	0
21730	FLWT	0
9869	FLWT	0
17811	FLWT	2
17818	FLWT	0
10505	FLWT	0
24533	FLWT	0
2201	FLWT	0
46275	FLWT	0
19092	FLWT	0
14818	FLWT	1
12553	FLWT	0
10494	FLWT	0
7532	FLWT	0
18303	FLWT	0
24827	FLWT	0
15478	FLWT	0
9167	FLWT	0
15893	FLWT	0
11850	FLWT	0
7098	FLWT	0
20129	FLWT	0
31594	FLWT	0
12715	FLWT	0
11910	FLWT	0
8895	FLWT	0
