nCount_RNA	limbtype	Pitx1
5213	HLPendel	0
6179	HLPendel	2
6207	HLPendel	1
6868	HLPendel	1
11223	HLPendel	0
7768	HLPendel	3
7304	HLPendel	0
6405	HLPendel	5
11240	HLPendel	0
7338	HLPendel	2
8441	HLPendel	0
16613	HLPendel	0
5998	HLPendel	1
6542	HLPendel	2
2423	HLPendel	2
21399	HLPendel	1
8906	HLPendel	1
9864	HLPendel	4
11751	HLPendel	0
4470	HLPendel	2
11166	HLPendel	7
14106	HLPendel	3
9470	HLPendel	0
1914	HLPendel	0
12738	HLPendel	0
8281	HLPendel	2
9043	HLPendel	3
15462	HLPendel	4
7761	HLPendel	0
6285	HLPendel	4
5983	HLPendel	4
6754	HLPendel	4
6246	HLPendel	2
7086	HLPendel	0
11266	HLPendel	0
5964	HLPendel	2
11816	HLPendel	0
9644	HLPendel	0
4739	HLPendel	1
5390	HLPendel	1
7920	HLPendel	5
5393	HLPendel	3
7255	HLPendel	0
7069	HLPendel	1
6143	HLPendel	5
4672	HLPendel	0
8751	HLPendel	1
6784	HLPendel	0
13627	HLPendel	2
7626	HLPendel	6
14166	HLPendel	5
10396	HLPendel	2
12916	HLPendel	3
21375	HLPendel	0
7216	HLPendel	5
11225	HLPendel	0
3567	HLPendel	0
13467	HLPendel	13
7001	HLPendel	0
8044	HLPendel	2
5271	HLPendel	0
3779	HLPendel	1
6748	HLPendel	0
6561	HLPendel	0
4209	HLPendel	1
11181	HLPendel	11
10960	HLPendel	4
4547	HLPendel	1
17953	HLPendel	2
8470	HLPendel	1
6651	HLPendel	2
9907	HLPendel	0
11850	HLPendel	0
10747	HLPendel	0
9720	HLPendel	0
4022	HLPendel	1
5682	HLPendel	1
8864	HLPendel	14
8949	HLPendel	1
26876	HLPendel	1
5561	HLPendel	2
11137	HLPendel	0
9883	HLPendel	2
5607	HLPendel	2
7179	HLPendel	1
4339	HLPendel	0
7561	HLPendel	0
15698	HLPendel	0
7583	HLPendel	0
9752	HLPendel	0
7824	HLPendel	2
4874	HLPendel	0
9295	HLPendel	2
3534	HLPendel	4
6062	HLPendel	3
5300	HLPendel	0
6179	HLPendel	0
5932	HLPendel	0
8433	HLPendel	0
10533	HLPendel	1
8869	HLPendel	5
14016	HLPendel	0
14027	HLPendel	1
5320	HLPendel	0
21238	HLPendel	4
9150	HLPendel	0
8090	HLPendel	5
6129	HLPendel	0
5546	HLPendel	0
5824	HLPendel	4
9970	HLPendel	18
14464	HLPendel	0
8516	HLPendel	16
10965	HLPendel	0
6564	HLPendel	0
11656	HLPendel	0
19624	HLPendel	1
24251	HLPendel	0
6735	HLPendel	1
3724	HLPendel	0
5741	HLPendel	0
4378	HLPendel	0
10754	HLPendel	12
2999	HLPendel	0
6868	HLPendel	0
6041	HLPendel	0
15525	HLPendel	0
13277	HLPendel	0
4152	HLPendel	0
9018	HLPendel	1
13260	HLPendel	2
8711	HLPendel	1
8400	HLPendel	2
13382	HLPendel	18
17966	HLPendel	1
16096	HLPendel	0
8486	HLPendel	0
8652	HLPendel	1
8725	HLPendel	1
5115	HLPendel	1
14636	HLPendel	0
8493	HLPendel	8
13048	HLPendel	3
5765	HLPendel	0
5847	HLPendel	0
7109	HLPendel	0
9457	HLPendel	1
8995	HLPendel	2
8255	HLPendel	0
5208	HLPendel	1
11325	HLPendel	6
77607	HLPendel	0
4699	HLPendel	1
5089	HLPendel	1
11830	HLPendel	3
4932	HLPendel	0
7638	HLPendel	3
13830	HLPendel	0
6567	HLPendel	0
6121	HLPendel	4
11106	HLPendel	1
5475	HLPendel	0
7166	HLPendel	5
4149	HLPendel	3
11803	HLPendel	0
11881	HLPendel	0
11858	HLPendel	7
9283	HLPendel	3
9268	HLPendel	2
6444	HLPendel	1
13099	HLPendel	0
5927	HLPendel	0
9735	HLPendel	0
18247	HLPendel	4
4563	HLPendel	1
6258	HLPendel	4
12553	HLPendel	3
7320	HLPendel	0
12029	HLPendel	1
12049	HLPendel	2
13915	HLPendel	4
25535	HLPendel	1
5349	HLPendel	1
8389	HLPendel	5
7176	HLPendel	0
6369	HLPendel	8
18018	HLPendel	0
14908	HLPendel	3
6164	HLPendel	0
8839	HLPendel	5
15284	HLPendel	0
4904	HLPendel	0
10088	HLPendel	0
12104	HLPendel	0
10429	HLPendel	4
7444	HLPendel	0
16596	HLPendel	0
8834	HLPendel	2
9062	HLPendel	1
19383	HLPendel	0
7696	HLPendel	1
13119	HLPendel	0
6866	HLPendel	3
14082	HLPendel	0
4903	HLPendel	1
8688	HLPendel	1
11402	HLPendel	0
14301	HLPendel	2
8112	HLPendel	2
6603	HLPendel	4
12669	HLPendel	3
9801	HLPendel	0
10390	HLPendel	13
9389	HLPendel	0
7874	HLPendel	0
6914	HLPendel	7
6494	HLPendel	0
12150	HLPendel	0
13538	HLPendel	2
17680	HLPendel	4
7584	HLPendel	5
6669	HLPendel	1
17470	HLPendel	3
9591	HLPendel	3
6061	HLPendel	2
7154	HLPendel	1
8464	HLPendel	0
12697	HLPendel	1
11286	HLPendel	0
13836	HLPendel	0
4698	HLPendel	0
6973	HLPendel	2
6788	HLPendel	8
6075	HLPendel	2
9272	HLPendel	2
6249	HLPendel	1
9780	HLPendel	2
15520	HLPendel	2
8339	HLPendel	1
6447	HLPendel	5
8545	HLPendel	0
9785	HLPendel	2
12918	HLPendel	4
9284	HLPendel	0
5456	HLPendel	1
22720	HLPendel	0
4912	HLPendel	0
8151	HLPendel	8
13671	HLPendel	0
14303	HLPendel	21
29018	HLPendel	0
6438	HLPendel	0
4395	HLPendel	2
17541	HLPendel	1
8051	HLPendel	3
3152	HLPendel	0
6641	HLPendel	0
11049	HLPendel	0
6280	HLPendel	1
13659	HLPendel	0
15544	HLPendel	0
9807	HLPendel	1
7489	HLPendel	0
32015	HLPendel	0
14923	HLPendel	1
8091	HLPendel	1
12234	HLPendel	6
9908	HLPendel	0
12006	HLPendel	0
9712	HLPendel	0
16017	HLPendel	0
7131	HLPendel	0
5352	HLPendel	4
10718	HLPendel	7
5918	HLPendel	8
6223	HLPendel	3
7253	HLPendel	0
5203	HLPendel	3
3782	HLPendel	0
8186	HLPendel	0
7073	HLPendel	0
7521	HLPendel	0
4263	HLPendel	0
8643	HLPendel	1
6864	HLPendel	1
1354	HLPendel	0
5679	HLPendel	0
5937	HLPendel	0
5983	HLPendel	4
5123	HLPendel	1
7432	HLPendel	1
19049	HLPendel	6
12278	HLPendel	8
5358	HLPendel	2
1709	HLPendel	0
15534	HLPendel	8
49754	HLPendel	5
9602	HLPendel	1
6551	HLPendel	1
4215	HLPendel	0
7293	HLPendel	3
2143	HLPendel	0
7128	HLPendel	1
12507	HLPendel	0
11746	HLPendel	3
12952	HLPendel	5
8609	HLPendel	0
5189	HLPendel	3
16953	HLPendel	9
6627	HLPendel	0
8407	HLPendel	9
14024	HLPendel	4
52875	HLPendel	1
7979	HLPendel	1
4277	HLPendel	0
7914	HLPendel	5
5337	HLPendel	1
12889	HLPendel	0
5138	HLPendel	1
15515	HLPendel	1
3517	HLPendel	0
11265	HLPendel	0
4788	HLPendel	0
14004	HLPendel	13
8360	HLPendel	1
22539	HLPendel	2
9666	HLPendel	6
11443	HLPendel	6
13707	HLPendel	0
12338	HLPendel	2
11781	HLPendel	2
9030	HLPendel	1
4631	HLPendel	4
7416	HLPendel	0
6634	HLPendel	2
22117	HLPendel	0
8632	HLPendel	0
11127	HLPendel	4
15119	HLPendel	1
6421	HLPendel	0
5854	HLPendel	1
4675	HLPendel	0
5213	HLPendel	0
7176	HLPendel	1
11883	HLPendel	0
14542	HLPendel	0
15442	HLPendel	2
4272	HLPendel	3
18246	HLPendel	0
9800	HLPendel	1
8260	HLPendel	2
15300	HLPendel	2
8188	HLPendel	2
10756	HLPendel	0
5697	HLPendel	0
11148	HLPendel	0
20289	HLPendel	0
2692	HLPendel	1
12370	HLPendel	4
11988	HLPendel	0
6300	HLPendel	1
4855	HLPendel	3
8650	HLPendel	6
7552	HLPendel	1
10570	HLPendel	0
4647	HLPendel	0
5381	HLPendel	2
10350	HLPendel	3
8924	HLPendel	0
9225	HLPendel	0
7330	HLPendel	7
6247	HLPendel	3
3698	HLPendel	1
5906	HLPendel	0
6561	HLPendel	0
13938	HLPendel	0
14862	HLPendel	3
5874	HLPendel	3
7696	HLPendel	0
9495	HLPendel	14
6907	HLPendel	2
3659	HLPendel	0
11905	HLPendel	0
13842	HLPendel	0
5573	HLPendel	2
7853	HLPendel	1
10223	HLPendel	0
16295	HLPendel	5
6372	HLPendel	2
15524	HLPendel	3
9611	HLPendel	0
12851	HLPendel	0
5384	HLPendel	0
13901	HLPendel	2
7828	HLPendel	3
7067	HLPendel	0
5966	HLPendel	2
5049	HLPendel	0
9539	HLPendel	1
8503	HLPendel	1
14361	HLPendel	9
19200	HLPendel	0
4184	HLPendel	0
10694	HLPendel	0
19127	HLPendel	3
8558	HLPendel	6
5269	HLPendel	2
6761	HLPendel	7
6730	HLPendel	6
13254	HLPendel	2
12771	HLPendel	4
11114	HLPendel	0
4483	HLPendel	0
4962	HLPendel	0
6559	HLPendel	2
12978	HLPendel	0
4905	HLPendel	1
11778	HLPendel	11
6521	HLPendel	0
12389	HLPendel	0
12020	HLPendel	1
6199	HLPendel	0
5205	HLPendel	3
5419	HLPendel	0
6121	HLPendel	2
13402	HLPendel	1
7231	HLPendel	0
4675	HLPendel	2
7886	HLPendel	5
5388	HLPendel	0
9284	HLPendel	0
15883	HLPendel	5
11404	HLPendel	5
15341	HLPendel	0
5163	HLPendel	9
5641	HLPendel	2
6970	HLPendel	0
12509	HLPendel	1
29200	HLPendel	17
7560	HLPendel	2
3970	HLPendel	0
8015	HLPendel	3
17258	HLPendel	0
10982	HLPendel	0
12534	HLPendel	0
12921	HLPendel	0
6514	HLPendel	0
4915	HLPendel	3
16562	HLPendel	1
21344	HLPendel	6
7263	HLPendel	0
4620	HLPendel	0
7813	HLPendel	1
7173	HLPendel	10
6537	HLPendel	1
6209	HLPendel	0
18940	HLPendel	0
5500	HLPendel	1
7490	HLPendel	5
7348	HLPendel	5
5864	HLPendel	1
9868	HLPendel	1
23035	HLPendel	0
8879	HLPendel	2
13427	HLPendel	0
13311	HLPendel	6
5517	HLPendel	0
12090	HLPendel	1
14873	HLPendel	1
7829	HLPendel	0
6704	HLPendel	0
9823	HLPendel	1
16496	HLPendel	2
11126	HLPendel	0
2996	HLPendel	0
6354	HLPendel	0
10916	HLPendel	2
10545	HLPendel	1
5250	HLPendel	5
21813	HLPendel	4
9799	HLPendel	0
12808	HLPendel	4
11049	HLPendel	1
26492	HLPendel	13
4677	HLPendel	0
8955	HLPendel	1
8887	HLPendel	7
5810	HLPendel	0
3288	HLPendel	0
7333	HLPendel	0
7642	HLPendel	0
5547	HLPendel	2
8077	HLPendel	10
5718	HLPendel	0
11803	HLPendel	1
4358	HLPendel	1
5515	HLPendel	0
11684	HLPendel	3
5170	HLPendel	0
11776	HLPendel	0
7740	HLPendel	0
8330	HLPendel	2
9850	HLPendel	2
8230	HLPendel	0
4921	HLPendel	0
15542	HLPendel	0
4431	HLPendel	6
7563	HLPendel	5
16171	HLPendel	4
4951	HLPendel	0
15953	HLPendel	1
8315	HLPendel	1
12768	HLPendel	0
5329	HLPendel	0
11795	HLPendel	2
7604	HLPendel	2
11232	HLPendel	0
8417	HLPendel	0
10037	HLPendel	0
10749	HLPendel	10
9914	HLPendel	7
4884	HLPendel	1
6914	HLPendel	1
4644	HLPendel	2
5718	HLPendel	5
2032	HLPendel	0
8389	HLPendel	0
8482	HLPendel	0
7141	HLPendel	5
10066	HLPendel	10
10026	HLPendel	5
5300	HLPendel	0
7603	HLPendel	3
7309	HLPendel	2
14123	HLPendel	7
14689	HLPendel	1
14328	HLPendel	2
16271	HLPendel	0
9900	HLPendel	1
12650	HLPendel	5
3885	HLPendel	0
18808	HLPendel	0
18255	HLPendel	3
8878	HLPendel	2
8514	HLPendel	1
6218	HLPendel	0
10223	HLPendel	0
12319	HLPendel	1
8479	HLPendel	0
8350	HLPendel	14
7836	HLPendel	5
8002	HLPendel	0
12410	HLPendel	8
19785	HLPendel	1
4609	HLPendel	1
10789	HLPendel	0
10461	HLPendel	0
12237	HLPendel	2
6103	HLPendel	2
27601	HLPendel	2
6237	HLPendel	2
5326	HLPendel	0
7169	HLPendel	0
20758	HLPendel	5
7948	HLPendel	2
8216	HLPendel	0
12658	HLPendel	0
12591	HLPendel	1
19367	HLPendel	4
9677	HLPendel	1
6351	HLPendel	0
4864	HLPendel	0
19251	HLPendel	6
6539	HLPendel	0
13877	HLPendel	0
4440	HLPendel	0
2574	HLPendel	0
6599	HLPendel	2
8414	HLPendel	2
757	HLPendel	0
7189	HLPendel	0
9516	HLPendel	0
8457	HLPendel	1
7187	HLPendel	0
11668	HLPendel	6
8285	HLPendel	3
8651	HLPendel	3
8588	HLPendel	0
5586	HLPendel	0
11519	HLPendel	1
9863	HLPendel	3
10243	HLPendel	3
9994	HLPendel	4
20345	HLPendel	0
6260	HLPendel	5
8524	HLPendel	1
5170	HLPendel	3
9636	HLPendel	3
16480	HLPendel	1
13565	HLPendel	1
5547	HLPendel	2
6175	HLPendel	1
8262	HLPendel	0
38536	HLPendel	3
8893	HLPendel	1
3223	HLPendel	2
14071	HLPendel	1
7210	HLPendel	0
6586	HLPendel	5
10384	HLPendel	0
12817	HLPendel	5
6147	HLPendel	0
20107	HLPendel	1
6830	HLPendel	4
8854	HLPendel	3
5846	HLPendel	4
7801	HLPendel	1
13063	HLPendel	10
14863	HLPendel	5
19556	HLPendel	0
5260	HLPendel	8
8858	HLPendel	4
10557	HLPendel	2
8219	HLPendel	1
6664	HLPendel	1
6775	HLPendel	2
7247	HLPendel	4
3979	HLPendel	4
3083	HLPendel	0
10750	HLPendel	0
5758	HLPendel	10
10825	HLPendel	2
12082	HLPendel	1
9865	HLPendel	2
5576	HLPendel	0
12766	HLPendel	0
80883	HLPendel	19
3096	HLPendel	1
27849	HLPendel	13
11838	HLPendel	1
5720	HLPendel	2
11140	HLPendel	1
5535	HLPendel	0
6456	HLPendel	4
7676	HLPendel	1
11059	HLPendel	0
10337	HLPendel	0
11819	HLPendel	0
11602	HLPendel	0
3778	HLPendel	0
7272	HLPendel	0
6318	HLPendel	3
3750	HLPendel	1
7415	HLPendel	0
9124	HLPendel	1
10099	HLPendel	2
3876	HLPendel	1
20805	HLPendel	1
6398	HLPendel	0
7561	HLPendel	0
3786	HLPendel	0
24914	HLPendel	11
5452	HLPendel	1
5061	HLPendel	0
7569	HLPendel	1
16381	HLPendel	0
5621	HLPendel	1
4730	HLPendel	1
8073	HLPendel	1
5121	HLPendel	0
16902	HLPendel	8
9868	HLPendel	2
15861	HLPendel	2
8374	HLPendel	11
11176	HLPendel	4
5429	HLPendel	2
7753	HLPendel	8
12730	HLPendel	1
7226	HLPendel	10
9988	HLPendel	3
11096	HLPendel	6
9654	HLPendel	5
12269	HLPendel	0
5233	HLPendel	2
15001	HLPendel	1
5901	HLPendel	4
11851	HLPendel	4
4632	HLPendel	0
19495	HLPendel	4
10089	HLPendel	1
12497	HLPendel	6
15933	HLPendel	1
10373	HLPendel	4
7699	HLPendel	2
10724	HLPendel	3
5507	HLPendel	3
10424	HLPendel	0
9226	HLPendel	1
7946	HLPendel	0
9122	HLPendel	1
4009	HLPendel	1
13288	HLPendel	1
8010	HLPendel	0
5432	HLPendel	2
9101	HLPendel	6
7022	HLPendel	2
4104	HLPendel	0
9838	HLPendel	2
19567	HLPendel	3
10293	HLPendel	0
6321	HLPendel	1
10737	HLPendel	0
6962	HLPendel	0
10990	HLPendel	0
5456	HLPendel	1
6113	HLPendel	4
6094	HLPendel	0
7786	HLPendel	4
5645	HLPendel	0
9519	HLPendel	3
14402	HLPendel	0
9229	HLPendel	1
5923	HLPendel	0
6874	HLPendel	2
5579	HLPendel	0
8162	HLPendel	1
21316	HLPendel	0
9661	HLPendel	0
6986	HLPendel	1
5486	HLPendel	2
5687	HLPendel	7
3427	HLPendel	0
6611	HLPendel	1
4132	HLPendel	1
6370	HLPendel	4
15527	HLPendel	0
12780	HLPendel	2
3954	HLPendel	1
12147	HLPendel	4
4119	HLPendel	2
7210	HLPendel	0
5889	HLPendel	0
5968	HLPendel	0
4321	HLPendel	0
7398	HLPendel	1
3037	HLPendel	0
6129	HLPendel	0
5087	HLPendel	2
10139	HLPendel	0
14806	HLPendel	1
5549	HLPendel	0
13880	HLPendel	1
8125	HLPendel	7
10157	HLPendel	0
10957	HLPendel	1
8039	HLPendel	11
9664	HLPendel	3
8271	HLPendel	2
6369	HLPendel	0
6494	HLPendel	0
8978	HLPendel	5
4698	HLPendel	7
10459	HLPendel	5
8724	HLPendel	0
22922	HLPendel	4
6833	HLPendel	0
15075	HLPendel	0
14937	HLPendel	0
6564	HLPendel	2
3180	HLPendel	0
11050	HLPendel	0
19563	HLPendel	12
4904	HLPendel	1
7343	HLPendel	1
9043	HLPendel	3
12980	HLPendel	0
32245	HLPendel	8
4603	HLPendel	0
6400	HLPendel	2
6463	HLPendel	0
5079	HLPendel	1
17020	HLPendel	0
13950	HLPendel	1
6414	HLPendel	2
17664	HLPendel	2
4637	HLPendel	3
4861	HLPendel	4
7976	HLPendel	2
8983	HLPendel	0
9372	HLPendel	0
8136	HLPendel	2
5092	HLPendel	1
5576	HLPendel	1
5025	HLPendel	1
14401	HLPendel	1
23338	HLPendel	7
5317	HLPendel	3
12085	HLPendel	4
13376	HLPendel	3
3872	HLPendel	1
5635	HLPendel	4
4220	HLPendel	3
19891	HLPendel	6
18396	HLPendel	0
11691	HLPendel	3
6626	HLPendel	3
4638	HLPendel	2
7869	HLPendel	0
11828	HLPendel	0
5030	HLPendel	1
9072	HLPendel	7
14188	HLPendel	0
7595	HLPendel	0
4895	HLPendel	1
10187	HLPendel	6
16919	HLPendel	0
6165	HLPendel	8
17549	HLPendel	1
6017	HLPendel	1
11243	HLPendel	4
9847	HLPendel	0
11737	HLPendel	1
16094	HLPendel	3
13239	HLPendel	0
5350	HLPendel	4
6242	HLPendel	2
37088	HLPendel	22
18162	HLPendel	2
6044	HLPendel	0
7226	HLPendel	0
7066	HLPendel	5
7035	HLPendel	1
15301	HLPendel	4
23083	HLPendel	0
7423	HLPendel	1
8524	HLPendel	1
12547	HLPendel	0
4379	HLPendel	0
12614	HLPendel	0
11636	HLPendel	2
8722	HLPendel	1
7285	HLPendel	0
5206	HLPendel	1
7293	HLPendel	2
7070	HLPendel	1
4516	HLPendel	0
5010	HLPendel	1
5708	HLPendel	0
9345	HLPendel	0
13166	HLPendel	2
9896	HLPendel	0
18587	HLPendel	0
19823	HLPendel	2
11512	HLPendel	0
9706	HLPendel	0
13254	HLPendel	7
5877	HLPendel	3
6779	HLPendel	1
7656	HLPendel	1
6769	HLPendel	0
13429	HLPendel	15
6718	HLPendel	2
15072	HLPendel	0
13030	HLPendel	1
12302	HLPendel	10
18321	HLPendel	2
28963	HLPendel	7
10596	HLPendel	1
11988	HLPendel	2
11464	HLPendel	2
10260	HLPendel	0
10991	HLPendel	3
13616	HLPendel	0
5921	HLPendel	7
14301	HLPendel	6
3705	HLPendel	1
4974	HLPendel	4
7705	HLPendel	1
9028	HLPendel	11
8012	HLPendel	7
9345	HLPendel	0
6702	HLPendel	5
16084	HLPendel	1
8490	HLPendel	0
16347	HLPendel	0
6995	HLPendel	0
7283	HLPendel	3
10449	HLPendel	5
5859	HLPendel	0
8148	HLPendel	2
8805	HLPendel	4
9470	HLPendel	0
5584	HLPendel	6
7250	HLPendel	5
13153	HLPendel	5
10534	HLPendel	4
6118	HLPendel	1
6514	HLPendel	1
6219	HLPendel	1
4943	HLPendel	4
16729	HLPendel	0
28449	HLPendel	1
11778	HLPendel	0
4995	HLPendel	1
10484	HLPendel	1
13928	HLPendel	2
3396	HLPendel	0
8731	HLPendel	0
25627	HLPendel	6
5589	HLPendel	2
6931	HLPendel	3
4906	HLPendel	1
9165	HLPendel	1
5179	HLPendel	4
14381	HLPendel	0
12513	HLPendel	23
3119	HLPendel	2
17333	HLPendel	5
11481	HLPendel	4
7161	HLPendel	8
9603	HLPendel	1
3378	HLPendel	0
14096	HLPendel	1
6696	HLPendel	0
12173	HLPendel	13
8335	HLPendel	3
11300	HLPendel	1
5063	HLPendel	0
8556	HLPendel	2
9130	HLPendel	2
13791	HLPendel	2
6794	HLPendel	0
3556	HLPendel	0
5615	HLPendel	1
5078	HLPendel	1
13162	HLPendel	2
14527	HLPendel	9
25727	HLPendel	6
18154	HLPendel	0
11149	HLPendel	0
9414	HLPendel	0
11055	HLPendel	0
9281	HLPendel	4
5933	HLPendel	2
20255	HLPendel	0
4880	HLPendel	0
3904	HLPendel	0
9245	HLPendel	0
14733	HLPendel	1
16297	HLPendel	5
16534	HLPendel	2
6032	HLPendel	1
6056	HLPendel	4
3837	HLPendel	4
12262	HLPendel	1
20099	HLPendel	0
7614	HLPendel	0
17717	HLPendel	0
4335	HLPendel	0
18281	HLPendel	0
5590	HLPendel	3
6210	HLPendel	2
6777	HLPendel	2
8497	HLPendel	1
9408	HLPendel	5
4537	HLPendel	0
5414	HLPendel	0
4489	HLPendel	1
6051	HLPendel	1
8490	HLPendel	1
11653	HLPendel	2
13590	HLPendel	2
9925	HLPendel	4
7036	HLPendel	5
6045	HLPendel	0
11585	HLPendel	4
15180	HLPendel	0
5963	HLPendel	2
13247	HLPendel	7
11385	HLPendel	2
10767	HLPendel	3
5518	HLPendel	0
7891	HLPendel	0
15537	HLPendel	5
8444	HLPendel	1
5181	HLPendel	2
15504	HLPendel	3
45551	HLPendel	0
10481	HLPendel	0
7703	HLPendel	3
10003	HLPendel	1
8667	HLPendel	4
3770	HLPendel	2
6392	HLPendel	2
5937	HLPendel	2
4972	HLPendel	3
8120	HLPendel	6
6489	HLPendel	5
3903	HLPendel	1
7744	HLPendel	0
11877	HLPendel	0
9153	HLPendel	4
10416	HLPendel	0
6227	HLPendel	6
9860	HLPendel	1
7119	HLPendel	6
8260	HLPendel	0
8218	HLPendel	1
8522	HLPendel	1
4177	HLPendel	0
12456	HLPendel	1
9604	HLPendel	2
9151	HLPendel	1
9311	HLPendel	0
12283	HLPendel	1
8599	HLPendel	0
19904	HLPendel	0
7474	HLPendel	0
5844	HLPendel	2
11306	HLPendel	1
11103	HLPendel	0
5634	HLPendel	2
14522	HLPendel	2
5168	HLPendel	2
12379	HLPendel	0
11558	HLPendel	0
8638	HLPendel	0
6716	HLPendel	0
7766	HLPendel	1
4250	HLPendel	0
9694	HLPendel	2
6826	HLPendel	4
14000	HLPendel	13
4110	HLPendel	1
12056	HLPendel	0
4828	HLPendel	2
5440	HLPendel	1
7146	HLPendel	0
8439	HLPendel	2
12024	HLPendel	1
6440	HLPendel	1
8345	HLPendel	0
8261	HLPendel	6
4547	HLPendel	2
9204	HLPendel	0
10259	HLPendel	3
6081	HLPendel	2
9671	HLPendel	0
11194	HLPendel	0
10063	HLPendel	6
7024	HLPendel	0
12080	HLPendel	1
6333	HLPendel	1
7345	HLPendel	0
6259	HLPendel	0
5362	HLPendel	0
5075	HLPendel	0
5759	HLPendel	0
7091	HLPendel	0
12612	HLPendel	5
7650	HLPendel	1
6583	HLPendel	0
10314	HLPendel	4
10136	HLPendel	1
7136	HLPendel	2
5297	HLPendel	1
6564	HLPendel	1
12906	HLPendel	7
7206	HLPendel	0
5476	HLPendel	4
9710	HLPendel	6
13421	HLPendel	4
563	HLPendel	0
6870	HLPendel	1
9376	HLPendel	2
5749	HLPendel	8
6709	HLPendel	1
10881	HLPendel	0
21103	HLPendel	0
14468	HLPendel	11
6410	HLPendel	0
14489	HLPendel	3
17427	HLPendel	6
15214	HLPendel	2
5834	HLPendel	1
9014	HLPendel	6
4285	HLPendel	1
6411	HLPendel	0
10364	HLPendel	0
6585	HLPendel	2
11440	HLPendel	0
11645	HLPendel	0
9704	HLPendel	5
7360	HLPendel	0
7593	HLPendel	4
7776	HLPendel	4
10303	HLPendel	2
10527	HLPendel	0
8508	HLPendel	0
7829	HLPendel	3
7753	HLPendel	6
6579	HLPendel	0
8027	HLPendel	5
5774	HLPendel	1
17161	HLPendel	0
10288	HLPendel	1
4886	HLPendel	4
13289	HLPendel	1
5128	HLPendel	0
9387	HLPendel	8
5747	HLPendel	2
10040	HLPendel	4
4019	HLPendel	0
7395	HLPendel	1
5662	HLPendel	2
7435	HLPendel	1
6537	HLPendel	2
17251	HLPendel	6
1830	HLPendel	0
15189	HLPendel	1
4624	HLPendel	1
6497	HLPendel	4
8838	HLPendel	0
7368	HLPendel	1
15774	HLPendel	0
13866	HLPendel	3
4368	HLPendel	0
7110	HLPendel	0
10991	HLPendel	0
9631	HLPendel	0
7463	HLPendel	2
14760	HLPendel	25
17552	HLPendel	0
13373	HLPendel	0
6822	HLPendel	2
5151	HLPendel	1
17321	HLPendel	2
5197	HLPendel	0
4652	HLPendel	1
22423	HLPendel	0
7795	HLPendel	1
13485	HLPendel	7
14341	HLPendel	2
11477	HLPendel	20
13796	HLPendel	2
6628	HLPendel	1
9153	HLPendel	1
9134	HLPendel	5
7565	HLPendel	1
9599	HLPendel	7
21221	HLPendel	2
13042	HLPendel	3
6527	HLPendel	1
6524	HLPendel	2
5189	HLPendel	8
9730	HLPendel	7
4787	HLPendel	1
5019	HLPendel	6
20310	HLPendel	0
24008	HLPendel	5
6589	HLPendel	0
2372	HLPendel	1
7417	HLPendel	1
9531	HLPendel	1
3581	HLPendel	0
9906	HLPendel	1
10561	HLPendel	1
7289	HLPendel	1
8732	HLPendel	1
5011	HLPendel	4
29072	HLPendel	0
9118	HLPendel	2
8884	HLPendel	0
7403	HLPendel	4
4078	HLPendel	1
7473	HLPendel	0
13043	HLPendel	0
8763	HLPendel	0
12770	HLPendel	2
2341	HLPendel	0
12263	HLPendel	4
5238	HLPendel	2
16631	HLPendel	1
12537	HLPendel	1
12996	HLPendel	0
10238	HLPendel	5
14377	HLPendel	1
4259	HLPendel	0
7584	HLPendel	5
8572	HLPendel	1
7425	HLPendel	7
7861	HLPendel	0
10273	HLPendel	3
4745	HLPendel	2
5780	HLPendel	3
4286	HLPendel	3
8700	HLPendel	3
7600	HLPendel	1
4803	HLPendel	2
8951	HLPendel	4
20712	HLPendel	0
6116	HLPendel	1
5480	HLPendel	5
13681	HLPendel	6
10877	HLPendel	0
10738	HLPendel	4
12375	HLPendel	2
15883	HLPendel	0
7774	HLPendel	2
5375	HLPendel	3
14960	HLPendel	0
9686	HLPendel	0
7714	HLPendel	0
11943	HLPendel	0
7821	HLPendel	2
8144	HLPendel	0
7289	HLPendel	0
11424	HLPendel	0
11597	HLPendel	0
6005	HLPendel	0
6367	HLPendel	0
3587	HLPendel	0
7406	HLPendel	5
10140	HLPendel	0
19238	HLPendel	0
7068	HLPendel	3
8970	HLPendel	0
11605	HLPendel	2
6783	HLPendel	1
7590	HLPendel	2
8991	HLPendel	5
6501	HLPendel	0
12692	HLPendel	0
12821	HLPendel	1
28950	HLPendel	1
7587	HLPendel	2
8729	HLPendel	1
13588	HLPendel	0
7186	HLPendel	2
10111	HLPendel	0
6641	HLPendel	1
12296	HLPendel	1
14998	HLPendel	10
1473	HLPendel	0
5023	HLPendel	1
10214	HLPendel	0
8469	HLPendel	0
5330	HLPendel	2
15223	HLPendel	4
9794	HLPendel	6
4921	HLPendel	2
10951	HLPendel	2
8311	HLPendel	1
15697	HLPendel	0
5020	HLPendel	1
9435	HLPendel	0
5477	HLPendel	0
7293	HLPendel	2
9482	HLPendel	0
14605	HLPendel	0
8711	HLPendel	0
5939	HLPendel	4
8963	HLPendel	1
15533	HLPendel	4
7624	HLPendel	1
5712	HLPendel	1
16323	HLPendel	9
12097	HLPendel	0
6403	HLPendel	1
7595	HLPendel	1
9880	HLPendel	0
